redondez,esfericidad,finalCell3,finalCell4,finalCell5,finalCell6,finalCell7,finalCell8,finalCell9,finalCell10,finalCell11,finalCell12,finalCell13,finalCell14,finalCell15,finalCell16,finalCell17,finalCell18,finalCell19,finalCell20,finalCell21,finalCell22,finalCell23,finalCell24,finalCell25,finalCell26,finalCell27,finalCell28,finalCell29,finalCell30,finalCell31,finalCell32,finalCell33,finalCell34,finalCell35,finalCell36,finalCell37,finalCell38,finalCell39,finalCell40,finalCell41,finalCell42
0.340892583,0.802430332,0.472284286,0.783393889,0.995993412,0.963447048,0.988412335,0.971377844,0.99480545,0.995155154,0.998244637,0.546688,0.981097921,0.949023182,0.865818158,0.963570175,0.999984916,0.991260898,0.999915748,0.993002608,0.995157837,0.992302032,0.602744973,0.992047119,0.93448529,0.952357331,0.913469767,0.988814277,0.990343546,0.995998382,0.971309371,0.99956474,0.837849746,0.989078371,0.966088739,0.943423826,0.963494388,0.981782426,0.953848378,0.83443137,0.882352612,0.821157191
0.338138789,0.600743234,0.740509196,0.910848293,0.870683675,0.918738597,0.913431302,0.996532483,0.846717486,0.987040355,0.913510996,0.942020764,0.998025378,0.965483577,0.999728575,0.948066119,0.975793655,0.982174993,0.974467095,0.967569199,0.977693962,0.996556559,0.919913477,0.999731168,0.836157036,0.976475918,0.873120298,0.967644202,0.910171602,0.999821242,0.91883964,0.815710544,0.932516094,0.775725215,0.907495522,0.955679496,0.984325049,0.958596513,0.985151118,0.999313392,0.935372991,0.804675234
0.262122363,0.656355858,0.521203887,0.646490851,0.982539388,0.868742008,0.965800695,0.957992777,0.896496659,0.433416482,0.967220705,0.99163054,0.99468658,0.900665227,0.991052178,0.988865776,0.978752875,0.73922812,0.97128753,0.993814035,0.841709881,0.812505651,0.833071176,0.996717647,0.99956005,0.997952133,0.988610356,0.999802243,0.569492704,0.831559454,0.911549221,0.793522149,0.616917443,0.989548435,0.893977913,0.911295695,0.998903165,0.976920099,0.649861681,0.891467125,0.986564834,0.938966539
0.241614357,0.604346573,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253,0.982081097,1,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253,0.982081097,1,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253,0.982081097,1,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253,0.982081097,1,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253,0.982081097,1,0.982081097,0.762139253,0.990144466,0.990144466,0.762139253
0.258606851,0.674416065,0.643628738,0.999676996,0.99972464,0.896050269,0.961032971,0.979503503,0.831423095,0.928622786,0.999203818,0.996097744,0.991340247,0.927958164,0.9730625,0.944872634,0.972879186,0.998522854,0.996042666,0.988863553,0.759834774,0.963518787,0.999532789,0.797560528,0.904703301,0.895392104,0.998666683,0.998516074,0.924021471,0.761053008,0.899921415,0.998262066,0.99998022,0.990929973,0.868029069,0.952304158,0.994338875,0.99995231,0.976740515,0.999979283,0.824148908,0.973764281
0.239021316,0.784263194,0.505985171,0.760383546,0.796564881,0.963265526,0.968941459,0.939926384,0.995434166,0.832394851,0.999699542,0.937998754,0.98201214,0.714795321,0.983833251,0.981801451,0.933346167,0.974616145,0.985833693,0.897256461,0.72930085,0.984662736,0.809960501,0.9966905,0.600285265,0.973152248,0.98495085,0.967428558,0.99548986,0.833783855,0.953651794,0.862833687,0.979754947,0.9852251,0.993861541,0.985637006,0.999698757,0.886737759,0.411325123,0.916850275,0.82434181,0.720009906
0.216277346,0.715515912,0.436378317,0.963075413,0.941162161,0.989524201,0.999147723,0.998257109,0.980515487,0.723882903,0.987491054,0.994714078,0.999909888,0.939038021,0.954317422,0.893647623,0.666917551,0.984066395,0.976999543,0.993741186,0.866395281,0.9856573,0.805237932,0.997329573,0.953968678,0.851136083,0.988020642,0.900374837,0.936928736,0.996777656,0.930481068,0.981432988,0.997877512,0.474863289,0.955809677,0.926181388,0.994157872,0.992781743,0.985585295,0.907703051,0.994820144,0.980320301
0.277644336,0.635767519,0.667627517,0.986280037,0.870515414,0.878245212,0.993755714,0.999967487,0.873828206,0.83229858,0.838527829,0.943835294,0.997086964,0.976444193,0.625338381,0.785483607,0.69135881,0.545515175,0.979082511,0.804255996,0.999725596,0.995874044,0.999238839,0.988791805,0.976830714,0.990342198,0.984032553,0.99096974,0.794081885,0.904186724,0.98472247,0.899060228,0.988292874,0.986846494,0.999993041,0.882511076,0.995325705,0.849295948,0.962275147,0.983083606,0.932205401,0.873110653
0.46,0.643586874,0.621985865,0.754678554,0.956668564,0.718510884,0.999815683,0.99444309,0.896476059,0.838511917,0.650023497,0.973896152,0.810862875,0.995504794,0.852467769,0.990458163,0.767673423,0.888978407,0.959667308,0.992993331,0.99976212,0.949706549,0.937038831,0.999872617,0.990400982,0.825354068,0.718238535,0.968191623,0.954635099,0.986407588,0.936876817,0.689480507,0.973991713,0.999881936,0.825346772,0.773514732,0.915482716,0.932367622,0.912043908,0.995885604,0.942583719,0.965352145
0.270208299,0.790822387,0.164160663,0.78807241,0.561858989,0.952312521,0.788163016,0.689173114,0.999996756,0.996272022,0.995097577,0.892013487,0.994847788,0.932298684,0.995797694,0.852248992,0.993978804,0.989095905,0.510544293,0.759699763,0.669544169,0.897116521,0.999358109,0.993665712,0.971408364,0.869467619,0.776828165,0.957169361,0.997904002,0.869874297,0.998000775,0.682885242,0.956389117,0.971821671,0.977105924,0.881970845,0.980678034,0.915146276,0.933703083,0.986169159,0.993929316,0.9985115
0.385930777,0.605350733,0.689113444,0.911008066,0.991360685,0.990707076,0.728112123,0.74421502,0.989448677,0.961958681,0.758132391,0.917324173,0.828188192,0.928854924,0.956907622,0.997489225,0.814158448,0.969998447,0.957700637,0.833015858,0.986980592,0.986612879,0.816801196,0.948599879,0.991349908,0.941679591,0.926470353,0.980228102,0.974688318,0.998721625,0.942483271,0.999613009,0.994976988,0.946444167,0.882560928,0.983415001,0.905594315,0.999984927,0.797056072,0.997640741,0.984959152,0.984197096
0.17895633,0.738116264,0.519103125,0.931905895,0.996519712,0.993240138,0.975779917,0.834370377,0.997608404,0.982358293,0.999978042,0.864689553,0.951258262,0.999723564,0.980538106,0.995302659,0.916926513,0.975185133,0.99966704,0.999997918,0.928093002,0.958718666,0.594000634,0.93904079,0.878706292,0.990908579,0.992060826,0.947100156,0.950334152,0.956153645,0.959212795,0.981693117,0.999327399,0.998356589,0.965768575,0.995791305,0.675374716,0.994427773,0.991407356,0.961954849,0.999384282,0.977366253
0.274787784,0.66204381,0.51035394,0.90968124,0.93249173,0.972874196,0.979526351,0.871444406,0.992018413,0.66527532,0.698804072,0.972952301,0.966397233,0.953030312,0.996208138,0.915415931,0.972643675,0.953346947,0.999844333,0.930961701,0.913377756,0.997355968,0.988316379,0.540974519,0.983620742,0.949215914,0.99507039,0.990196857,0.982663809,0.657220322,0.956752046,0.876467958,0.962447287,0.974063853,0.840522295,0.860330875,0.995900266,0.965799211,0.753125546,0.826621533,0.98005898,0.996798275
0.284558475,0.670702279,0.395766109,0.390180792,0.977777795,0.593638169,0.934957129,0.897073645,0.905018289,0.984634942,0.799239115,0.999576282,0.97763951,0.759246046,0.999846625,0.995065896,0.772614854,0.575927498,0.979741123,0.937419409,0.999903836,0.973796358,0.899635653,0.960973629,0.966114309,0.847181575,0.997804703,0.978768571,0.999890616,0.917318113,0.917128264,0.886960494,0.938436564,0.997854565,0.961631594,0.99959374,0.62198134,0.902411095,0.449720821,0.980192653,0.865843805,0.997268003
0.293850631,0.529739559,0.792859241,0.964647881,0.560931613,0.99014993,0.999547558,0.884959177,0.906961669,0.732573359,0.976245225,0.74072221,0.973313284,0.984218238,0.733432182,0.990543345,0.998608256,0.996081568,0.999222862,0.884040636,0.812863889,0.926537953,0.569927279,0.985155826,0.999201845,0.745471603,0.994535288,0.956909734,0.984549529,0.961630726,0.828004615,0.969604563,0.934121818,0.889821489,0.868184355,0.747312341,0.979607446,0.625750031,0.997983837,0.969049495,0.999825019,0.933876141
0.216277346,0.715515912,0.436378317,0.963075413,0.941162161,0.989524201,0.999147723,0.998257109,0.980515487,0.723882903,0.987491054,0.994714078,0.999909888,0.939038021,0.954317422,0.893647623,0.666917551,0.984066395,0.976999543,0.993741186,0.866395281,0.9856573,0.805237932,0.997329573,0.953968678,0.851136083,0.988020642,0.900374837,0.936928736,0.996777656,0.930481068,0.981432988,0.997877512,0.474863289,0.955809677,0.926181388,0.994157872,0.992781743,0.985585295,0.907703051,0.994820144,0.980320301
0.434812605,0.786962867,0.518115686,0.670217952,0.911390904,0.856439313,0.927755028,0.999740337,0.999985151,0.786298092,0.949365313,0.94962212,0.839498071,0.938727011,0.987154675,0.793099181,0.932686659,0.62321121,0.982273139,0.869396306,0.780043021,0.952746229,0.932343107,0.897418538,0.992820729,0.920997942,0.999107073,0.924788576,0.948990133,0.972759059,0.877196031,0.891274103,0.776939194,0.985199745,0.962397251,0.998178324,0.956657625,0.911281488,0.988167915,0.992122689,0.847503554,0.98693178
0.242192626,0.835083127,0.376622725,0.894884414,0.79334368,0.936349337,0.897828147,0.832758009,0.83959721,0.696726014,0.960822843,0.940273425,0.96894431,0.992392143,0.896809945,0.99427842,0.837397157,0.999522034,0.843375469,0.954304735,0.992946962,0.99020003,0.969253338,0.999967183,0.823585202,0.999974517,0.984970903,0.94702132,0.999737749,0.994582305,0.976747802,0.994535418,0.995519055,0.985413334,0.833561581,0.993687266,0.97000381,0.837741718,0.965256442,0.858841665,0.997301667,0.924360161
0.333881438,0.850151598,0.372659101,0.30424765,0.981423604,0.998496179,0.98410775,0.924015127,0.979032122,0.995438554,0.984299141,0.978311456,0.584065495,0.991857333,0.948169406,0.97348915,0.903322777,0.824457938,0.999656632,0.953055194,0.818313013,0.936524934,0.999674829,0.998891911,0.94546694,0.999577006,0.977644811,0.908894629,0.877520313,0.711381802,0.79684529,0.878802685,0.959687434,0.997100608,0.974737685,0.845053311,0.931310442,0.997060168,0.999990129,0.998862816,0.986522095,0.953568554
0.333819002,0.745208621,0.552160226,0.802055921,0.925636311,0.831585495,0.993771259,0.778916085,0.904646652,0.996192638,0.924318884,0.988033628,0.96025233,0.881046839,0.999942187,0.998815579,0.941590049,0.9974774,0.861167143,0.989279175,0.829388012,0.977102177,0.979743847,0.983741992,0.993353029,0.872253565,0.96136248,0.379277363,0.992102564,0.998663225,0.999080542,0.997330653,0.997977335,0.989262641,0.741372812,0.999240779,0.909007206,0.877347481,0.966392759,0.952468988,0.839978392,0.86108966
0.64414829,0.699558794,0.639328318,0.944272722,0.72236386,0.999999544,0.683869193,0.975036655,0.967148354,0.907387483,0.97995575,0.950599863,0.999475337,0.834893099,0.999452165,0.941835377,0.977638503,0.950074679,0.983346303,0.979568412,0.999622483,0.999208572,0.99827068,0.996638071,0.970901037,0.994126073,0.97777627,0.976862231,0.65002655,0.687244332,0.889173762,0.995965715,0.997693748,0.986026129,0.912240607,0.998971663,0.888578668,0.780427035,0.998960911,0.738593613,0.979411364,0.998595294
0.400309831,0.631185055,0.678347896,0.807775878,0.915902869,0.987898537,0.814314182,0.97752663,0.970295125,0.972649372,0.532762599,0.982650743,0.990571415,0.810817838,0.985482238,0.891969599,0.948901693,0.99614994,0.999921639,0.874047218,0.96853318,0.927723115,0.999803138,0.981935539,0.629743785,0.834460854,0.747230274,0.962226994,0.995721398,0.986840693,0.951820457,0.963239257,0.916089196,0.991761485,0.944935641,0.690241695,0.989698143,0.886768585,0.961228052,0.99875701,0.904156456,0.817831194
0.195776075,0.6957075,0.54866982,0.820852493,0.995641977,0.78896814,0.992976767,0.992002204,0.981611998,0.990678339,0.924196848,0.905457206,0.985992574,0.754865489,0.973595146,0.943712671,0.970128738,0.999063648,0.950048483,0.957539346,0.999904742,0.761177015,0.730717132,0.771731781,0.90586222,0.93640362,0.971518428,0.983851112,0.999843442,0.88580918,0.95351721,0.995183879,0.828203748,0.971766004,0.970049646,0.689258842,0.998737664,0.99997006,0.984866002,0.970180642,0.99908058,0.804732363
0.369612277,0.485751092,0.802009297,0.994621111,0.639415893,0.535379754,0.995666149,0.8057117,0.943228588,0.563452844,0.997779167,0.999871665,0.98350499,0.897243162,0.999330537,0.870865345,0.915946918,0.991302049,0.946783586,0.966335727,0.964328745,0.965983676,0.906197174,0.978828344,0.653856972,0.947666901,0.999526685,0.466584886,0.995283614,0.999887622,0.985523757,0.975586697,0.951917053,0.969880457,0.839594646,0.946988821,0.998121237,0.95602916,0.982895063,0.932111191,0.999837619,0.988842306
0.265042543,0.690809131,0.534866737,0.635895818,0.999923724,0.744720924,0.821264715,0.852862284,0.980591821,0.871017668,0.998065007,0.999488175,0.732370986,0.99595109,0.583068219,0.872102592,0.386696162,0.975456387,0.892657338,0.978465988,0.999937928,0.969219538,0.996736611,0.914208454,0.976111539,0.984490833,0.993054352,0.77692961,0.994145908,0.979912668,0.943189409,0.993014534,0.981212049,0.92189391,0.696859345,0.935411813,0.899522428,0.961744485,0.998133026,0.998880569,0.995026524,0.999429075
0.319845855,0.541261077,0.765903367,0.997635227,0.919545589,0.998187501,0.489021094,0.946688078,0.653943786,0.901433985,0.996303967,0.596586424,0.996297607,0.998488138,0.971260153,0.822435647,0.826433139,0.991798129,0.997328534,0.980146539,0.968030397,0.968120968,0.9650475,0.635529287,0.896522524,0.999829296,0.986703727,0.993213927,0.98197102,0.976055989,0.947136679,0.999833464,0.976754152,0.992213706,0.899703089,0.999960556,0.963021533,0.999329257,0.940412872,0.788380316,0.994432525,0.952627779
0.319845855,0.541261077,0.765903367,0.997635227,0.919545589,0.998187501,0.489021094,0.946688078,0.653943786,0.901433985,0.996303967,0.596586424,0.996297607,0.998488138,0.971260153,0.822435647,0.826433139,0.991798129,0.997328534,0.980146539,0.968030397,0.968120968,0.9650475,0.635529287,0.896522524,0.999829296,0.986703727,0.993213927,0.98197102,0.976055989,0.947136679,0.999833464,0.976754152,0.992213706,0.899703089,0.999960556,0.963021533,0.999329257,0.940412872,0.788380316,0.994432525,0.952627779
0.59,0.61977756,0.709496869,0.93118009,0.677280521,0.825626766,0.968894707,0.986710836,0.543517307,0.964234507,0.933625988,0.997958038,0.91906674,0.916880223,0.880091608,0.884421241,0.9922079,0.841326123,0.999030538,0.982089739,0.989107131,0.961691219,0.978525289,0.978561731,0.928829159,0.81863612,0.999458507,0.978035687,0.990682846,0.957574807,0.974971392,0.954892472,0.960243182,0.964460625,0.980337206,0.99916069,0.452932974,0.988146093,0.986308091,0.785276502,0.969181723,0.997793592
0.6,0.79098171,0.471525794,0.728105545,0.98142864,0.816388583,0.986985176,0.922278158,0.804383964,0.999433535,0.880065869,0.539678977,0.99205689,0.994542923,0.954298584,0.874290475,0.937647366,0.947876804,0.999682404,0.912654012,0.999473557,0.849527672,0.995363211,0.922364882,0.958552087,0.934699455,0.999394891,0.985998093,0.858077539,0.997271508,0.968658867,0.954858641,0.668468126,0.99997983,0.8719474,0.96254546,0.955720171,0.999203143,0.97712036,0.982339076,0.960557857,0.955592406
0.203657776,0.813638926,0.307132193,0.990725956,0.997008856,0.972216063,0.9967398,0.924938402,0.956378576,0.909285817,0.837481478,0.584233638,0.962872186,0.991778933,0.431237491,0.775102995,0.944179751,0.999582164,0.836579771,0.72928508,0.982602646,0.978768656,0.826717114,0.657957757,0.636441018,0.8215142,0.96301365,0.972458967,0.996196385,0.994541173,0.994253995,0.94873705,0.974605002,0.99970049,0.897522504,0.993238473,0.998631262,0.740677765,0.909660379,0.825570626,0.999989031,0.938057957
0.4034428,0.747008622,0.560203271,0.866190429,0.952126813,0.663959932,0.998925843,0.961082944,0.997499547,0.934935161,0.979438475,0.984890882,0.898947592,0.999499686,0.999966442,0.654881089,0.617887389,0.99393232,0.901929636,0.967825,0.982383592,0.986986422,0.974259377,0.953638234,0.969260944,0.952334113,0.999999872,0.888967232,0.859082328,0.972608075,0.954669986,0.995010407,0.969008146,0.940018724,0.98795126,0.949394498,0.999797495,0.905759089,0.887730437,0.681727737,0.85485898,0.990211579
0.479528397,0.580398977,0.701988501,0.580867324,0.926461222,0.995358807,0.977076508,0.939607198,0.919613949,0.983222309,0.934706039,0.992080431,0.999660821,0.797518578,0.980859805,0.988916115,0.929890225,0.995925155,0.289122887,0.834658067,0.90408064,0.999997741,0.999792271,0.858563767,0.556700305,0.958253103,0.829417186,0.999998783,0.914463433,0.999690379,0.997130364,0.989183248,0.990653691,0.989693581,0.994132403,0.972074439,0.925657119,0.987713853,0.705817835,0.911521626,0.996190171,0.947050353
0.304174453,0.766864598,0.272409271,0.971785144,0.671816139,0.953115041,0.813497091,0.732814231,0.999955541,0.99532223,0.829883778,0.885184225,0.918048124,0.989493527,0.869027868,0.901065771,0.804835681,0.845928226,0.999984035,0.906440567,0.88794442,0.985053105,0.999850074,0.921110264,0.976361202,0.991431481,0.984160846,0.72212636,0.96372795,0.988269563,0.997355645,0.993429596,0.993155617,0.988422453,0.997460336,0.997806806,0.963803837,0.975864863,0.998333263,0.994862209,0.973024998,0.956459874
0.314171076,0.552645564,0.75637005,0.924206755,0.930677648,0.971267918,0.912588181,0.962584543,0.774443355,0.980065315,0.998144537,0.959902677,0.992920293,0.942818218,0.988551129,0.971859319,0.760798784,0.714850062,0.989071623,0.849515516,0.811716411,0.936536202,0.560109349,0.999399677,0.874093638,0.994325664,0.991647967,0.680152662,0.579032648,0.75969873,0.852696097,0.834016297,0.975896812,0.999966256,0.999718623,0.912163111,0.941687598,0.994902487,0.891040443,0.860069675,0.997772796,0.988260189
0.362348974,0.689802229,0.591899818,0.779841116,0.842013623,0.809505088,0.753861088,0.803600321,0.969797571,0.942701044,0.961291099,0.965595083,0.99933075,0.93248456,0.986734782,0.989499063,0.888428487,0.977436645,0.980517525,0.985798255,0.621743264,0.991940792,0.922337784,0.777350303,0.999979717,0.894648425,0.993359247,0.782993162,0.999369624,0.897532545,0.81528294,0.616377847,0.861268918,0.993639188,0.983715346,0.669338983,0.902411063,0.996828932,0.994578757,0.823048755,0.943426231,0.679629988
0.384607643,0.614363432,0.664975464,0.699464401,0.902130865,0.967356342,0.981797098,0.944508716,0.869115683,0.924944075,0.642680177,0.964059152,0.955530353,0.915505004,0.980082264,0.977986639,0.998837508,0.999379127,0.99993485,0.844559238,0.994930045,0.999903292,0.968951094,0.933139655,0.960836805,0.955495554,0.913175848,0.930806679,0.572888573,0.99440772,0.930631028,0.693198818,0.984959659,0.719712724,0.798509419,0.903569023,0.956855342,0.975506836,0.985780991,0.798248534,0.998176423,0.995015858
1,0.886853039,0.408230592,0.920381522,0.239209733,0.992177489,0.996396555,0.997824606,0.957860397,0.999998204,0.792663942,0.994911536,0.65708173,0.998270979,0.895501514,0.999971214,0.996563808,0.999996594,0.749807349,0.998612408,0.725727699,0.999890563,0.969849841,0.999719857,0.824049293,0.999983452,0.997907969,0.999949721,0.997601681,0.998822894,0.691143294,0.999468926,0.998123263,0.999998155,0.992452111,0.998992828,0.934329399,0.995021676,0.629731774,0.998292908,0.988372964,0.999977807
0.252964437,0.612320483,0.616779833,0.362915007,0.998057562,0.752514872,0.987024094,0.995605416,0.960618933,0.916623302,0.835306213,0.983420272,0.993428149,0.999180781,0.992177202,0.99036305,0.999688442,0.647538012,0.879021066,0.940992267,0.970840754,0.9439537,0.955189789,0.817620717,0.990476882,0.999318705,0.961533446,0.999561364,0.919154922,0.717214274,0.451542583,0.991163035,0.95788278,0.996410496,0.94335447,0.999981941,0.950221897,0.968852891,0.998598109,0.969949382,0.762780369,0.995694853
0.452837259,0.676748216,0.671679742,0.784045718,0.712296803,0.726298583,0.999839361,0.989345498,0.99877246,0.953357105,0.983874226,0.889741785,0.99982081,0.998579277,0.999126663,0.982247772,0.999371822,0.994054923,0.856065371,0.952473454,0.98811437,0.999822023,0.999722239,0.785922815,0.796943234,0.98055059,0.974364986,0.932506782,0.980557883,0.939139134,0.991626872,0.997392877,0.997903333,0.980190346,0.988524581,0.997067977,0.863817032,0.99999416,0.814260303,0.970523119,0.969714321,0.933353314
0.294648647,0.738692701,0.533220455,0.898778698,0.93584259,0.913633038,0.925364122,0.816136583,0.978598765,0.960568142,0.989537813,0.943193923,0.935979869,0.999897724,0.998928935,0.708067059,0.856513988,0.972149141,0.554625774,0.97640033,0.996682247,0.999939935,0.650130426,0.976076898,0.971997322,0.801076312,0.999894887,0.790747425,0.998896717,0.844917018,0.816487294,0.945427093,0.561621832,0.874487417,0.882522002,0.981524439,0.9583613,0.95655729,0.909421282,0.937249794,0.999972441,0.996116747
0.92,0.923622131,0.160321166,0.606228185,0.971538255,0.997840664,0.999169081,0.977682793,0.76060357,0.944388518,0.997376776,0.70243881,0.895054575,0.609055269,0.929023979,0.999848039,0.721625879,0.97700403,0.974972601,0.998079057,0.887351019,0.964520757,0.979661783,0.992019573,0.964148439,0.993982783,0.850112661,0.91487478,0.82140733,0.960643284,0.805961789,0.937471621,0.953895855,0.976767099,0.946664,0.574797267,0.997383979,0.870917064,0.893599793,0.99334977,0.991874616,0.962154085
0.368292779,0.786767662,0.451218068,0.826553143,0.998055118,0.903318199,0.995642324,0.878375927,0.976774098,0.939510557,0.983313966,0.935056181,0.96543331,0.996292293,0.9802293,0.728337281,0.938366259,0.972833011,0.992678296,0.973883093,0.818897353,0.992671213,0.936858808,0.97811983,0.99573943,0.933726923,0.96225061,0.893068206,0.820217663,0.939982483,0.981822836,0.713424824,0.945870998,0.956854881,0.999903482,0.993719492,0.955970673,0.854947681,0.996203366,0.971879009,0.991863024,0.92521588
0.42283234,0.641664147,0.562065411,0.738484768,0.990022978,0.764850441,0.441954804,0.498647843,0.984054381,0.809053831,0.94553742,0.822638152,0.979412596,0.784208821,0.999611986,0.993625171,0.763547523,0.998313766,0.973154602,0.79562716,0.99985031,0.892675539,0.826925286,0.980871078,0.741390641,0.974094849,0.999546352,0.959905677,0.97813396,0.738573947,0.927865237,0.708665729,0.926623048,0.812596646,0.991938383,0.961077274,0.681927044,0.988480572,0.981734008,0.99477952,0.977904894,0.920795712
0.223446444,0.768371046,0.305202607,0.752752068,0.769784561,0.900978607,0.994786928,0.988592639,0.914025008,0.988718122,0.970140136,0.999765852,0.996993953,0.98493413,0.998825804,0.634879534,0.533659437,0.836458667,0.861012754,0.806168358,0.999897429,0.972855976,0.984873524,0.976407072,0.987062356,0.998626085,0.990603584,0.929545297,0.855830137,0.960635379,0.66484873,0.991746013,0.977034938,0.932773939,0.998826887,0.815172923,0.946649665,0.99992452,0.886424551,0.96334338,0.970730729,0.998281808
1,0.966345072,0.222149556,0.614022248,0.954893147,0.925244598,0.889083398,0.927618726,0.730125482,0.9267611,0.517716797,0.93035353,0.638509024,0.642148582,0.999285981,0.979127855,0.861268614,0.847774231,0.889881926,0.904831254,0.946718817,0.972927714,0.999985803,0.789955557,0.966719203,0.87076154,0.974314099,0.801211541,0.932504236,0.986718899,0.869626866,0.846812845,0.977245174,0.831762735,0.945915613,0.870880026,0.99963539,0.887111246,0.998729133,0.997798376,0.932696607,0.970646741
1,0.996494174,0.059714831,0.938998702,0.996382225,0.991696262,0.999574691,0.996278706,0.50507633,1,0.455641569,0.997025991,0.985559123,0.994653765,0.916725686,0.996121523,0.760214024,0.999493639,0.754734026,0.991905623,0.936449899,0.998024132,0.986225134,0.988935649,0.995428785,0.991236124,0.989842444,0.99685766,0.876259958,0.992180404,0.838957492,0.999966172,0.977565673,0.974438959,0.99148106,0.999029126,0.990240288,0.930760506,0.799668635,0.948792394,0.981662441,0.999316767
